"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-24 21:00","2016","04","24","21:00","7.5","","-3.7","","45","","0.0","","","M","","M","","","100.48","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-24 22:00","2016","04","24","22:00","7.7","","-6.9","","35","","0.0","","","M","","M","","","100.45","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-24 23:00","2016","04","24","23:00","7.7","","-7.5","","33","","0.0","","","M","","M","","","100.42","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-25 00:00","2016","04","25","00:00","7.9","","-8.9","","29","","0.0","","","M","","M","","","100.40","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-25 01:00","2016","04","25","01:00","8.1","","-9.9","","27","","0.0","","","M","","M","","","100.40","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-25 02:00","2016","04","25","02:00","8.0","","-8.1","","31","","0.0","","","M","","M","","","100.41","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-25 03:00","2016","04","25","03:00","8.0","","-8.3","","31","","0.0","","","M","","M","","","100.38","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-25 04:00","2016","04","25","04:00","8.1","","-7.6","","32","","0.0","","","M","","M","","","100.43","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-25 05:00","2016","04","25","05:00","8.1","","-6.4","","35","","0.0","","","M","","M","","","100.44","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-25 06:00","2016","04","25","06:00","7.8","","-4.1","","43","","0.0","","","M","","M","","","100.45","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-25 07:00","2016","04","25","07:00","7.4","","-1.8","","52","","0.0","","","M","","M","","","100.47","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-25 08:00","2016","04","25","08:00","6.3","","-0.2","","63","","0.0","","","M","","M","","","100.49","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-25 09:00","2016","04","25","09:00","5.3","","0.2","","70","","0.0","","","M","","M","","","100.47","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-25 10:00","2016","04","25","10:00","5.0","","-3.0","","56","","0.0","","","M","","M","","","100.45","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-25 11:00","2016","04","25","11:00","5.5","","-3.2","","53","","0.0","","","M","","M","","","100.42","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-25 12:00","2016","04","25","12:00","6.4","","-1.7","","57","","0.0","","","M","","M","","","100.39","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-25 13:00","2016","04","25","13:00","5.9","","-0.9","","62","","0.0","","","M","","M","","","100.31","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-25 14:00","2016","04","25","14:00","5.8","","0.2","","67","","0.0","","","M","","M","","","100.25","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-25 15:00","2016","04","25","15:00","5.4","","0.4","","70","","0.0","","","M","","M","","","100.15","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-25 16:00","2016","04","25","16:00","5.0","","-0.1","","69","","0.0","","","M","","M","","","100.06","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-25 17:00","2016","04","25","17:00","4.9","","-1.1","","65","","0.0","","","M","","M","","","99.99","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-25 18:00","2016","04","25","18:00","5.6","","-2.4","","57","","0.0","","","M","","M","","","99.97","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-25 19:00","2016","04","25","19:00","5.8","","-2.1","","57","","0.0","","","M","","M","","","99.90","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-25 20:00","2016","04","25","20:00","4.1","","0.2","","75","","0.7","","","M","","M","","","99.88","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-25 21:00","2016","04","25","21:00"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-25 22:00","2016","04","25","22:00"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-25 23:00","2016","04","25","23:00"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-26 00:00","2016","04","26","00:00"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-26 01:00","2016","04","26","01:00"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-26 02:00","2016","04","26","02:00"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-26 03:00","2016","04","26","03:00"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-26 04:00","2016","04","26","04:00"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-26 05:00","2016","04","26","05:00"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-26 06:00","2016","04","26","06:00"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-26 07:00","2016","04","26","07:00"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-26 08:00","2016","04","26","08:00","2.5","","1.3","","92","","1.8","","","M","","M","","","","M","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-26 09:00","2016","04","26","09:00","2.5","","1.1","","90","","0.2","","","M","","M","","","","M","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-26 10:00","2016","04","26","10:00","3.0","","1.0","","87","","0.0","","","M","","M","","","","M","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-26 11:00","2016","04","26","11:00","3.7","","1.2","","84","","0.0","","","M","","M","","","","M","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-26 12:00","2016","04","26","12:00","4.3","","1.8","","84","","0.0","","","M","","M","","","","M","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-26 13:00","2016","04","26","13:00","4.6","","1.1","","78","","0.0","","","M","","M","","","","M","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-26 14:00","2016","04","26","14:00","4.7","","1.2","","78","","0.0","","","M","","M","","","","M","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-26 15:00","2016","04","26","15:00","5.3","","1.4","","76","","0.0","","","M","","M","","","","M","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-26 16:00","2016","04","26","16:00","5.3","","0.9","","74","","0.0","","","M","","M","","","","M","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-26 17:00","2016","04","26","17:00","5.2","","1.5","","77","","0.0","","","M","","M","","","","M","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-26 18:00","2016","04","26","18:00","4.7","","1.9","","82","","0.0","","","M","","M","","","","M","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-26 19:00","2016","04","26","19:00","4.1","","1.6","","84","","0.0","","","M","","M","","","","M","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-26 20:00","2016","04","26","20:00","3.9","","1.9","","87","","0.0","","","M","","M","","","","M","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-26 21:00","2016","04","26","21:00","3.5","","1.7","","88","","0.0","","","M","","M","","","","M","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-26 22:00","2016","04","26","22:00","3.3","","1.9","","90","","0.0","","","M","","M","","","","M","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-26 23:00","2016","04","26","23:00","3.5","","-0.5","","75","","0.0","","","M","","M","","","","M","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-27 00:00","2016","04","27","00:00","3.1","","-3.0","","64","","0.0","","","M","","M","","","","M","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-27 01:00","2016","04","27","01:00","4.3","","-4.3","","54","","0.0","","","M","","M","","","","M","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-27 02:00","2016","04","27","02:00","4.2","","-4.1","","55","","0.0","","","M","","M","","","","M","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-27 03:00","2016","04","27","03:00","4.0","","-4.9","","52","","0.0","","","M","","M","","","","M","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-27 04:00","2016","04","27","04:00","3.3","","-4.8","","55","","0.0","","","M","","M","","","","M","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-27 05:00","2016","04","27","05:00","2.4","","-4.2","","62","","0.0","","","M","","M","","","","M","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-27 06:00","2016","04","27","06:00","3.1","","-5.6","","53","","0.0","","","M","","M","","","","M","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-27 07:00","2016","04","27","07:00","4.7","","-5.1","","49","","0.0","","","M","","M","","","","M","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-27 08:00","2016","04","27","08:00","5.5","","-6.0","","43","","0.0","","","M","","M","","","","M","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-27 09:00","2016","04","27","09:00"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-27 10:00","2016","04","27","10:00"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-27 11:00","2016","04","27","11:00","6.9","","-7.0","","36","","0.0","","","M","","M","","","100.26","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-27 12:00","2016","04","27","12:00","8.3","","-6.0","","36","","0.0","","","M","","M","","","100.19","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-27 13:00","2016","04","27","13:00","8.2","","-3.5","","43","","0.0","","","M","","M","","","100.13","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-27 14:00","2016","04","27","14:00","9.1","","-1.8","","46","","0.0","","","M","","M","","","100.12","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-27 15:00","2016","04","27","15:00","8.0","","-2.6","","47","","0.0","","","M","","M","","","100.10","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-27 16:00","2016","04","27","16:00","8.9","","-6.3","","34","","0.0","","","M","","M","","","100.05","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-27 17:00","2016","04","27","17:00","9.7","","-4.6","","36","","0.0","","","M","","M","","","100.03","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-27 18:00","2016","04","27","18:00","10.6","","-3.9","","36","","0.0","","","M","","M","","","100.03","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-27 19:00","2016","04","27","19:00","9.3","","-7.7","","29","","0.0","","","M","","M","","","100.16","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-27 20:00","2016","04","27","20:00","7.3","","-8.9","","31","","0.0","","","M","","M","","","100.17","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-27 21:00","2016","04","27","21:00","6.5","","-8.3","","34","","0.0","","","M","","M","","","100.20","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-27 22:00","2016","04","27","22:00","6.1","","-10.8","","29","","0.0","","","M","","M","","","100.26","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-27 23:00","2016","04","27","23:00","5.5","","-10.3","","31","","0.0","","","M","","M","","","100.25","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-28 00:00","2016","04","28","00:00","4.9","","-10.4","","32","","0.0","","","M","","M","","","100.28","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-28 01:00","2016","04","28","01:00","4.1","","-9.1","","38","","0.0","","","M","","M","","","100.30","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-28 02:00","2016","04","28","02:00","3.8","","-7.7","","43","","0.0","","","M","","M","","","100.28","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-28 03:00","2016","04","28","03:00","3.3","","-5.3","","53","","0.0","","","M","","M","","","100.36","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-28 04:00","2016","04","28","04:00","3.4","","-4.4","","57","","0.0","","","M","","M","","","100.38","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-28 05:00","2016","04","28","05:00","2.9","","-5.1","","56","","0.0","","","M","","M","","","100.46","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-28 06:00","2016","04","28","06:00","3.0","","-5.2","","55","","0.0","","","M","","M","","","100.52","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-28 07:00","2016","04","28","07:00","4.2","","-5.0","","51","","0.0","","","M","","M","","","100.52","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-28 08:00","2016","04","28","08:00","6.9","","-5.1","","42","","0.0","","","M","","M","","","100.56","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-28 09:00","2016","04","28","09:00","7.7","","-7.0","","34","","0.0","","","M","","M","","","100.56","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-28 10:00","2016","04","28","10:00","6.8","","-5.4","","41","","0.0","","","M","","M","","","100.58","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-28 11:00","2016","04","28","11:00","5.9","","-6.8","","40","","0.0","","","M","","M","","","100.56","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-28 12:00","2016","04","28","12:00","6.7","","-6.1","","39","","0.0","","","M","","M","","","100.51","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-28 13:00","2016","04","28","13:00","6.8","","-7.3","","36","","0.0","","","M","","M","","","100.47","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-28 14:00","2016","04","28","14:00","7.1","","-5.6","","40","","0.0","","","M","","M","","","100.44","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-28 15:00","2016","04","28","15:00","7.5","","-5.8","","38","","0.0","","","M","","M","","","100.38","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-28 16:00","2016","04","28","16:00","7.3","","-4.6","","43","","0.0","","","M","","M","","","100.37","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-28 17:00","2016","04","28","17:00","7.5","","-4.6","","42","","0.0","","","M","","M","","","100.43","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-28 18:00","2016","04","28","18:00","6.9","","-4.8","","43","","0.0","","","M","","M","","","100.47","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-28 19:00","2016","04","28","19:00","6.5","","-4.3","","46","","0.0","","","M","","M","","","100.47","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-28 20:00","2016","04","28","20:00","6.5","","-4.1","","47","","0.0","","","M","","M","","","100.46","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-28 21:00","2016","04","28","21:00","6.7","","-3.6","","48","","0.0","","","M","","M","","","100.48","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-28 22:00","2016","04","28","22:00","6.9","","-4.1","","45","","0.0","","","M","","M","","","100.48","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-28 23:00","2016","04","28","23:00","6.9","","-4.0","","46","","0.0","","","M","","M","","","100.48","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-29 00:00","2016","04","29","00:00","6.8","","-3.9","","46","","0.0","","","M","","M","","","100.47","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-29 01:00","2016","04","29","01:00","6.9","","-2.7","","50","","0.0","","","M","","M","","","100.50","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-29 02:00","2016","04","29","02:00","6.2","","-2.5","","54","","0.0","","","M","","M","","","100.48","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-29 03:00","2016","04","29","03:00","5.7","","-2.2","","57","","0.0","","","M","","M","","","100.47","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-29 04:00","2016","04","29","04:00","5.8","","-2.7","","54","","0.0","","","M","","M","","","100.47","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-29 05:00","2016","04","29","05:00","6.2","","-3.7","","49","","0.0","","","M","","M","","","100.50","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-29 06:00","2016","04","29","06:00","6.3","","-5.5","","43","","0.0","","","M","","M","","","100.52","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-29 07:00","2016","04","29","07:00","6.7","","-7.8","","35","","0.0","","","M","","M","","","100.55","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-29 08:00","2016","04","29","08:00","7.2","","-7.8","","33","","0.0","","","M","","M","","","100.55","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-29 09:00","2016","04","29","09:00","7.6","","-8.6","","31","","0.0","","","M","","M","","","100.53","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-29 10:00","2016","04","29","10:00","8.3","","-8.1","","30","","0.0","","","M","","M","","","100.54","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-29 11:00","2016","04","29","11:00","9.5","","-7.3","","30","","0.0","","","M","","M","","","100.52","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-29 12:00","2016","04","29","12:00","8.6","","-3.9","","41","","0.0","","","M","","M","","","100.46","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-29 13:00","2016","04","29","13:00","7.2","","-3.3","","47","","0.0","","","M","","M","","","100.46","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-29 14:00","2016","04","29","14:00","7.6","","-3.9","","44","","0.0","","","M","","M","","","100.49","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-29 15:00","2016","04","29","15:00","8.5","","-4.4","","40","","0.0","","","M","","M","","","100.50","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-29 16:00","2016","04","29","16:00","9.1","","-3.5","","41","","0.0","","","M","","M","","","100.45","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-29 17:00","2016","04","29","17:00","9.2","","-3.8","","40","","0.0","","","M","","M","","","100.50","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-29 18:00","2016","04","29","18:00","8.8","","-3.2","","43","","0.0","","","M","","M","","","100.59","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-29 19:00","2016","04","29","19:00","8.8","","-3.4","","42","","0.0","","","M","","M","","","100.60","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-29 20:00","2016","04","29","20:00","8.4","","-3.0","","44","","0.0","","","M","","M","","","100.72","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-29 21:00","2016","04","29","21:00","8.9","","-3.9","","40","","0.0","","","M","","M","","","100.68","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-29 22:00","2016","04","29","22:00","8.1","","-3.0","","45","","0.0","","","M","","M","","","100.72","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-29 23:00","2016","04","29","23:00","7.7","","-2.0","","50","","0.0","","","M","","M","","","100.82","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-30 00:00","2016","04","30","00:00","7.1","","-2.8","","49","","0.0","","","M","","M","","","100.79","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-30 01:00","2016","04","30","01:00","6.8","","-2.4","","52","","0.0","","","M","","M","","","100.79","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-30 02:00","2016","04","30","02:00","7.3","","-2.6","","49","","0.0","","","M","","M","","","100.79","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-30 03:00","2016","04","30","03:00","7.4","","-2.6","","49","","0.0","","","M","","M","","","100.78","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-30 04:00","2016","04","30","04:00","6.9","","-2.9","","50","","0.0","","","M","","M","","","100.80","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-30 05:00","2016","04","30","05:00","6.5","","-2.9","","51","","0.0","","","M","","M","","","100.88","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-30 06:00","2016","04","30","06:00","5.8","","-0.7","","63","","0.0","","","M","","M","","","100.89","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-30 07:00","2016","04","30","07:00","8.5","","-3.1","","44","","0.0","","","M","","M","","","100.93","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-30 08:00","2016","04","30","08:00","11.0","","-4.6","","33","","0.0","","","M","","M","","","100.95","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-30 09:00","2016","04","30","09:00","10.9","","-5.4","","31","","0.0","","","M","","M","","","100.98","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-30 10:00","2016","04","30","10:00","11.0","","-6.3","","29","","0.0","","","M","","M","","","101.00","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-30 11:00","2016","04","30","11:00","12.6","","-4.8","","29","","0.0","","","M","","M","","","100.93","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-30 12:00","2016","04","30","12:00","12.5","","-5.9","","27","","0.0","","","M","","M","","","100.91","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-30 13:00","2016","04","30","13:00","12.1","","-7.1","","25","","0.0","","","M","","M","","","100.90","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-30 14:00","2016","04","30","14:00","13.3","","-6.3","","25","","0.0","","","M","","M","","","100.82","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-30 15:00","2016","04","30","15:00","13.3","","-7.3","","23","","0.0","","","M","","M","","","100.75","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-30 16:00","2016","04","30","16:00","12.9","","-7.3","","24","","0.0","","","M","","M","","","100.71","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-30 17:00","2016","04","30","17:00","12.0","","-7.8","","24","","0.0","","","M","","M","","","100.72","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-30 18:00","2016","04","30","18:00","11.4","","-7.0","","27","","0.0","","","M","","M","","","100.67","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-30 19:00","2016","04","30","19:00","10.9","","-6.8","","28","","0.0","","","M","","M","","","100.66","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-30 20:00","2016","04","30","20:00","10.9","","-5.7","","31","","0.0","","","M","","M","","","100.62","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-30 21:00","2016","04","30","21:00","10.5","","-4.4","","35","","0.0","","","M","","M","","","100.61","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-30 22:00","2016","04","30","22:00","10.8","","-2.4","","40","","0.0","","","M","","M","","","100.57","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-30 23:00","2016","04","30","23:00","10.8","","-1.1","","44","","0.0","","","M","","M","","","100.54","","","","","","NA"
