"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-01 00:00","2016","04","01","00:00","10.9","","9.5","","91","","0.0","","","M","","M","","","98.18","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-01 01:00","2016","04","01","01:00","11.6","","8.1","","79","","0.0","","","M","","M","","","98.23","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-01 02:00","2016","04","01","02:00","12.6","","8.8","","78","","0.0","","","M","","M","","","98.31","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-01 03:00","2016","04","01","03:00","12.4","","7.2","","70","","0.0","","","M","","M","","","98.27","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-01 04:00","2016","04","01","04:00","11.9","","7.1","","72","","0.0","","","M","","M","","","98.35","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-01 05:00","2016","04","01","05:00","11.2","","7.1","","76","","0.0","","","M","","M","","","98.41","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-01 06:00","2016","04","01","06:00","10.8","","6.6","","75","","0.0","","","M","","M","","","98.42","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-01 07:00","2016","04","01","07:00","10.7","","6.0","","73","","0.0","","","M","","M","","","98.49","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-01 08:00","2016","04","01","08:00","10.3","","5.1","","70","","0.0","","","M","","M","","","98.53","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-01 09:00","2016","04","01","09:00","10.2","","4.9","","70","","0.0","","","M","","M","","","98.58","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-01 10:00","2016","04","01","10:00","9.3","","4.3","","71","","0.2","","","M","","M","","","98.63","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-01 11:00","2016","04","01","11:00","8.9","","3.6","","69","","0.0","","","M","","M","","","98.67","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-01 12:00","2016","04","01","12:00","9.4","","2.8","","64","","0.0","","","M","","M","","","98.68","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-01 13:00","2016","04","01","13:00","8.6","","1.9","","63","","0.0","","","M","","M","","","98.82","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-01 14:00","2016","04","01","14:00","9.3","","0.4","","54","","0.0","","","M","","M","","","98.86","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-01 15:00","2016","04","01","15:00","8.8","","0.6","","56","","0.0","","","M","","M","","","98.85","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-01 16:00","2016","04","01","16:00","8.4","","-0.5","","53","","0.0","","","M","","M","","","98.95","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-01 17:00","2016","04","01","17:00","6.8","","-1.1","","57","","0.0","","","M","","M","","","99.09","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-01 18:00","2016","04","01","18:00","6.8","","-1.3","","56","","0.0","","","M","","M","","","99.17","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-01 19:00","2016","04","01","19:00","6.1","","-2.1","","56","","0.0","","","M","","M","","","99.10","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-01 20:00","2016","04","01","20:00","5.7","","-2.1","","57","","0.0","","","M","","M","","","99.23","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-01 21:00","2016","04","01","21:00","5.5","","-1.9","","59","","0.0","","","M","","M","","","99.25","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-01 22:00","2016","04","01","22:00","5.4","","-1.9","","59","","0.0","","","M","","M","","","99.14","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-01 23:00","2016","04","01","23:00","4.4","","-1.9","","64","","0.0","","","M","","M","","","99.08","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-02 00:00","2016","04","02","00:00","4.8","","-1.2","","65","","0.0","","","M","","M","","","99.00","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-02 01:00","2016","04","02","01:00","4.5","","2.6","","88","","0.0","","","M","","M","","","98.89","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-02 02:00","2016","04","02","02:00","4.0","","2.7","","92","","0.0","","","M","","M","","","98.79","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-02 03:00","2016","04","02","03:00","3.8","","2.8","","93","","0.0","","","M","","M","","","98.65","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-02 04:00","2016","04","02","04:00","3.4","","2.3","","93","","0.0","","","M","","M","","","98.63","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-02 05:00","2016","04","02","05:00","3.6","","-0.2","","76","","0.0","","","M","","M","","","98.60","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-02 06:00","2016","04","02","06:00","1.8","","-1.8","","77","","0.0","","","M","","M","","","98.62","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-02 07:00","2016","04","02","07:00","2.0","","-3.9","","65","","0.0","","","M","","M","","","98.68","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-02 08:00","2016","04","02","08:00","2.2","","-4.7","","60","","0.0","","","M","","M","","","98.72","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-02 09:00","2016","04","02","09:00","2.3","","-5.0","","58","","0.2","","","M","","M","","","98.68","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-02 10:00","2016","04","02","10:00","4.1","","-4.4","","54","","0.0","","","M","","M","","","98.68","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-02 11:00","2016","04","02","11:00","4.7","","-6.5","","44","","0.0","","","M","","M","","","98.60","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-02 12:00","2016","04","02","12:00","4.2","","-5.0","","51","","0.0","","","M","","M","","","98.51","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-02 13:00","2016","04","02","13:00","5.3","","-2.7","","56","","0.0","","","M","","M","","","98.42","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-02 14:00","2016","04","02","14:00","3.2","","0.4","","82","","0.0","","","M","","M","","","98.39","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-02 15:00","2016","04","02","15:00","4.2","","-2.3","","63","","0.0","","","M","","M","","","98.28","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-02 16:00","2016","04","02","16:00","3.6","","-5.4","","52","","0.0","","","M","","M","","","98.25","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-02 17:00","2016","04","02","17:00","2.6","","-1.0","","77","","0.0","","","M","","M","","","98.28","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-02 18:00","2016","04","02","18:00","0.8","","-0.5","","92","","0.6","","","M","","M","","","98.27","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-02 19:00","2016","04","02","19:00","1.3","","-2.8","","74","","0.3","","","M","","M","","","98.28","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-02 20:00","2016","04","02","20:00","-0.1","","-1.6","","89","","0.3","","","M","","M","","","98.42","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-02 21:00","2016","04","02","21:00","-0.5","","-3.7","","79","","0.2","","","M","","M","","","98.56","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-02 22:00","2016","04","02","22:00","-0.3","","-5.9","","66","","0.0","","","M","","M","","","98.63","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-02 23:00","2016","04","02","23:00","-1.3","","-5.7","","72","","0.0","","","M","","M","","","98.78","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-03 00:00","2016","04","03","00:00","-1.6","","-8.9","","57","","0.0","","","M","","M","","","98.89","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-03 01:00","2016","04","03","01:00","-2.2","","-8.8","","61","","0.0","","","M","","M","","","98.95","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-03 02:00","2016","04","03","02:00","-2.6","","-7.2","","71","","0.2","","","M","","M","","","99.03","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-03 03:00","2016","04","03","03:00","-4.0","","-9.7","","64","","0.0","","","M","","M","","","99.20","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-03 04:00","2016","04","03","04:00"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-03 05:00","2016","04","03","05:00"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-03 06:00","2016","04","03","06:00"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-03 07:00","2016","04","03","07:00"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-03 08:00","2016","04","03","08:00"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-03 09:00","2016","04","03","09:00"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-03 10:00","2016","04","03","10:00","-3.6","","-12.2","","51","","0.0","","","M","","M","","","100.13","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-03 11:00","2016","04","03","11:00","-2.5","","-13.1","","44","","0.0","","","M","","M","","","100.15","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-03 12:00","2016","04","03","12:00","-1.6","","-13.4","","40","","0.0","","","M","","M","","","100.12","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-03 13:00","2016","04","03","13:00","-1.2","","-11.9","","44","","0.0","","","M","","M","","","100.11","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-03 14:00","2016","04","03","14:00","-0.6","","-11.4","","44","","0.0","","","M","","M","","","100.09","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-03 15:00","2016","04","03","15:00","-1.2","","-10.4","","50","","0.0","","","M","","M","","","100.03","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-03 16:00","2016","04","03","16:00","-2.8","","-5.1","","84","","0.0","","","M","","M","","","100.03","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-03 17:00","2016","04","03","17:00","-2.9","","-4.3","","90","","0.5","","","M","","M","","","100.01","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-03 18:00","2016","04","03","18:00","-3.5","","-5.3","","88","","0.4","","","M","","M","","","100.07","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-03 19:00","2016","04","03","19:00","-3.9","","-5.1","","91","","1.2","","","M","","M","","","100.06","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-03 20:00","2016","04","03","20:00","-3.4","","-4.6","","91","","0.9","","","M","","M","","","100.06","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-03 21:00","2016","04","03","21:00","-3.6","","-5.0","","90","","0.2","","","M","","M","","","100.04","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-03 22:00","2016","04","03","22:00","-4.2","","-5.4","","91","","0.9","","","M","","M","","","99.95","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-03 23:00","2016","04","03","23:00","-4.0","","-5.1","","92","","1.3","","","M","","M","","","99.85","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-04 00:00","2016","04","04","00:00","-4.0","","-5.1","","92","","1.2","","","M","","M","","","99.77","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-04 01:00","2016","04","04","01:00","-4.4","","-5.6","","91","","1.0","","","M","","M","","","99.74","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-04 02:00","2016","04","04","02:00","-4.7","","-5.9","","91","","1.3","","","M","","M","","","99.68","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-04 03:00","2016","04","04","03:00","-5.0","","-6.7","","88","","0.6","","","M","","M","","","99.68","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-04 04:00","2016","04","04","04:00","-5.0","","-7.3","","84","","0.2","","","M","","M","","","99.72","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-04 05:00","2016","04","04","05:00","-5.1","","-7.6","","82","","0.3","","","M","","M","","","99.75","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-04 06:00","2016","04","04","06:00","-5.2","","-8.2","","80","","0.0","","","M","","M","","","99.85","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-04 07:00","2016","04","04","07:00","-5.6","","-9.0","","77","","0.0","","","M","","M","","","99.94","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-04 08:00","2016","04","04","08:00","-5.6","","-9.6","","73","","0.0","","","M","","M","","","100.08","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-04 09:00","2016","04","04","09:00","-5.2","","-9.7","","71","","0.0","","","M","","M","","","100.18","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-04 10:00","2016","04","04","10:00","-4.5","","-10.3","","64","","0.0","","","M","","M","","","100.27","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-04 11:00","2016","04","04","11:00","-4.2","","-10.0","","64","","0.2","","","M","","M","","","100.35","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-04 12:00","2016","04","04","12:00","-3.6","","-11.5","","54","","0.0","","","M","","M","","","100.41","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-04 13:00","2016","04","04","13:00","-2.1","","-10.6","","52","","0.0","","","M","","M","","","100.46","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-04 14:00","2016","04","04","14:00","-1.4","","-11.1","","47","","0.0","","","M","","M","","","100.49","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-04 15:00","2016","04","04","15:00","-1.3","","-12.5","","42","","0.0","","","M","","M","","","100.52","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-04 16:00","2016","04","04","16:00","-1.5","","-14.0","","38","","0.0","","","M","","M","","","100.56","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-04 17:00","2016","04","04","17:00","-1.4","","-14.5","","36","","0.0","","","M","","M","","","100.62","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-04 18:00","2016","04","04","18:00","-1.8","","-14.6","","37","","0.0","","","M","","M","","","100.72","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-04 19:00","2016","04","04","19:00","-2.9","","-13.1","","45","","0.0","","","M","","M","","","100.83","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-04 20:00","2016","04","04","20:00","-3.8","","-13.1","","48","","0.0","","","M","","M","","","100.92","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-04 21:00","2016","04","04","21:00","-4.2","","-12.7","","52","","0.0","","","M","","M","","","100.99","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-04 22:00","2016","04","04","22:00","-4.6","","-12.8","","53","","0.0","","","M","","M","","","101.04","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-04 23:00","2016","04","04","23:00","-4.7","","-12.9","","53","","0.0","","","M","","M","","","101.09","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-05 00:00","2016","04","05","00:00","-5.2","","-13.2","","53","","0.0","","","M","","M","","","101.15","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-05 01:00","2016","04","05","01:00","-5.2","","-13.8","","51","","0.0","","","M","","M","","","101.22","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-05 02:00","2016","04","05","02:00","-4.6","","-15.2","","43","","0.0","","","M","","M","","","101.25","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-05 03:00","2016","04","05","03:00","-5.0","","-14.9","","46","","0.0","","","M","","M","","","101.32","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-05 04:00","2016","04","05","04:00","-5.6","","-15.9","","44","","0.0","","","M","","M","","","101.41","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-05 05:00","2016","04","05","05:00","-6.1","","-16.2","","45","","0.0","","","M","","M","","","101.53","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-05 06:00","2016","04","05","06:00","-6.3","","-16.4","","45","","0.0","","","M","","M","","","101.64","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-05 07:00","2016","04","05","07:00","-5.9","","-16.0","","45","","0.0","","","M","","M","","","101.74","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-05 08:00","2016","04","05","08:00","-4.3","","-17.5","","35","","0.0","","","M","","M","","","101.83","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-05 09:00","2016","04","05","09:00","-3.6","","-18.7","","30","","0.0","","","M","","M","","","101.88","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-05 10:00","2016","04","05","10:00","-2.2","","-17.9","","29","","0.0","","","M","","M","","","101.90","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-05 11:00","2016","04","05","11:00","-1.3","","-17.6","","28","","0.0","","","M","","M","","","101.89","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-05 12:00","2016","04","05","12:00","-1.4","","-15.6","","33","","0.0","","","M","","M","","","101.83","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-05 13:00","2016","04","05","13:00","-0.9","","-15.0","","33","","0.0","","","M","","M","","","101.78","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-05 14:00","2016","04","05","14:00","-0.9","","-12.9","","40","","0.0","","","M","","M","","","101.76","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-05 15:00","2016","04","05","15:00","-0.8","","-11.8","","43","","0.0","","","M","","M","","","101.69","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-05 16:00","2016","04","05","16:00","-0.5","","-11.6","","43","","0.0","","","M","","M","","","101.64","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-05 17:00","2016","04","05","17:00","-0.3","","-10.6","","45","","0.0","","","M","","M","","","101.59","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-05 18:00","2016","04","05","18:00","0.1","","-10.6","","44","","0.0","","","M","","M","","","101.50","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-05 19:00","2016","04","05","19:00","-0.2","","-12.1","","40","","0.0","","","M","","M","","","101.43","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-05 20:00","2016","04","05","20:00","-0.4","","-11.9","","41","","0.0","","","M","","M","","","101.42","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-05 21:00","2016","04","05","21:00","-0.7","","-11.2","","45","","0.0","","","M","","M","","","101.41","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-05 22:00","2016","04","05","22:00","-0.6","","-7.2","","61","","0.0","","","M","","M","","","101.33","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-05 23:00","2016","04","05","23:00","-0.9","","-7.2","","62","","0.0","","","M","","M","","","101.30","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-06 00:00","2016","04","06","00:00","-1.2","","-7.6","","61","","0.0","","","M","","M","","","101.28","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-06 01:00","2016","04","06","01:00","-1.1","","-7.7","","61","","0.0","","","M","","M","","","101.16","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-06 02:00","2016","04","06","02:00","-0.9","","-6.5","","66","","0.0","","","M","","M","","","101.06","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-06 03:00","2016","04","06","03:00","-0.7","","-6.7","","64","","0.0","","","M","","M","","","100.97","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-06 04:00","2016","04","06","04:00","-0.3","","-7.7","","57","","0.0","","","M","","M","","","100.91","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-06 05:00","2016","04","06","05:00","-0.1","","-9.7","","48","","0.0","","","M","","M","","","100.86","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-06 06:00","2016","04","06","06:00","0.3","","-9.8","","46","","0.0","","","M","","M","","","100.85","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-06 07:00","2016","04","06","07:00","0.7","","-6.7","","58","","0.0","","","M","","M","","","100.73","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-06 08:00","2016","04","06","08:00","0.7","","-5.2","","65","","0.0","","","M","","M","","","100.51","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-06 09:00","2016","04","06","09:00","-0.9","","-2.3","","90","","0.4","","","M","","M","","","100.46","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-06 10:00","2016","04","06","10:00","0.1","","-1.0","","92","","1.0","","","M","","M","","","100.32","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-06 11:00","2016","04","06","11:00","0.4","","-1.1","","90","","0.0","","","M","","M","","","100.03","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-06 12:00","2016","04","06","12:00","1.0","","-1.1","","86","","0.2","","","M","","M","","","99.80","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-06 13:00","2016","04","06","13:00","1.4","","-2.0","","78","","0.0","","","M","","M","","","99.61","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-06 14:00","2016","04","06","14:00","2.0","","-2.2","","74","","0.0","","","M","","M","","","99.48","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-06 15:00","2016","04","06","15:00","1.8","","-1.9","","76","","0.0","","","M","","M","","","99.35","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-06 16:00","2016","04","06","16:00","2.2","","-0.8","","80","","0.0","","","M","","M","","","99.23","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-06 17:00","2016","04","06","17:00","1.7","","-0.4","","86","","0.2","","","M","","M","","","99.08","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-06 18:00","2016","04","06","18:00","2.0","","0.6","","91","","0.8","","","M","","M","","","99.08","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-06 19:00","2016","04","06","19:00","2.4","","0.9","","90","","0.3","","","M","","M","","","98.90","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-06 20:00","2016","04","06","20:00","2.8","","1.0","","88","","0.2","","","M","","M","","","98.80","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-06 21:00","2016","04","06","21:00","3.2","","1.5","","89","","0.6","","","M","","M","","","98.70","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-06 22:00","2016","04","06","22:00","3.9","","2.6","","91","","0.5","","","M","","M","","","98.58","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-06 23:00","2016","04","06","23:00","5.0","","4.2","","94","","0.9","","","M","","M","","","98.49","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-07 00:00","2016","04","07","00:00","7.0","","6.1","","94","","1.9","","","M","","M","","","98.37","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-07 01:00","2016","04","07","01:00","6.8","","5.4","","91","","0.8","","","M","","M","","","98.28","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-07 02:00","2016","04","07","02:00","8.3","","5.9","","85","","0.0","","","M","","M","","","98.14","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-07 03:00","2016","04","07","03:00","7.7","","5.7","","87","","0.0","","","M","","M","","","98.03","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-07 04:00","2016","04","07","04:00","6.7","","4.7","","87","","0.0","","","M","","M","","","97.96","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-07 05:00","2016","04","07","05:00","5.9","","3.4","","84","","0.0","","","M","","M","","","97.85","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-07 06:00","2016","04","07","06:00","6.3","","3.0","","79","","0.0","","","M","","M","","","97.72","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-07 07:00","2016","04","07","07:00","6.3","","4.9","","90","","0.0","","","M","","M","","","97.74","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-07 08:00","2016","04","07","08:00","7.2","","4.3","","82","","0.2","","","M","","M","","","97.92","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-07 09:00","2016","04","07","09:00","5.9","","2.2","","77","","0.0","","","M","","M","","","98.04","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-07 10:00","2016","04","07","10:00","5.8","","1.8","","75","","0.0","","","M","","M","","","98.11","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-07 11:00","2016","04","07","11:00","6.0","","1.6","","73","","0.0","","","M","","M","","","98.14","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-07 12:00","2016","04","07","12:00","6.1","","1.4","","72","","0.0","","","M","","M","","","98.16","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-07 13:00","2016","04","07","13:00","6.1","","1.1","","70","","0.0","","","M","","M","","","98.15","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-07 14:00","2016","04","07","14:00","6.7","","0.3","","64","","0.0","","","M","","M","","","98.11","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-07 15:00","2016","04","07","15:00","6.4","","0.6","","67","","0.0","","","M","","M","","","98.09","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-07 16:00","2016","04","07","16:00","5.1","","-0.6","","67","","0.0","","","M","","M","","","98.10","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-07 17:00","2016","04","07","17:00","4.3","","-1.2","","68","","0.0","","","M","","M","","","98.17","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-07 18:00","2016","04","07","18:00","3.4","","-1.3","","71","","0.0","","","M","","M","","","98.29","","","","","","NA"
"-79.40","43.67","TORONTO CITY","6158355","2016-04-07 19:00","2016","04","07","19:00","2.4","","-2.2","","72","","0.0","","","M","","M","","","98.38","","","","","","NA"
